team A,team B,Toss_Winner,Top Batsmen Points(Team A),Top Batsmen Points(Team B),Top Baller Points(Team A),Top Baller Points(Team B),Match Won after winning Toss Team A,Match Won after winning Toss Team B,runs in pp team a,runs in pp team b,Run Rate(Team A),Run Rate(Team B),Most Value Player Points(Team A),Most Value Player Points(Team B),Win ratio (Team A),Win ratio (Team B),Team A Ground,Team B Ground,winner,id,result,toss_decision,dl_applied,win_by_runs,win_by_wickets,player_of_match,umpire1,umpire2,umpire3,venue
DEC,DC,DEC,494,822,628,878,0.473684211,0.533333333,47,48,-0.297,0.021,748.5,822,0.4,0.6,away,away,DEC,189,normal,bat,0,10,0,A Symonds,BF Bowden,M Erasmus,,Barabati Stadium
KXIP,CSK,CSK,586,539,473,658,0.571428571,0.583333333,38,42,-0.478,0.374,603,698.5,0,1,away,home,KXIP,190,tie,field,0,0,0,J Theron,K Hariharan,DJ Harper,,"MA Chidambaram Stadium, Chepauk"
KKR,MI,KKR,822,663,669,574,0.384615385,0.5,41,57,-0.341,1.084,562.5,699.5,0,1,away,home,MI,191,normal,bat,0,0,7,SR Tendulkar,SS Hazare,SJA Taufel,,Brabourne Stadium
RCB,CSK,CSK,620,539,573,658,0.461538462,0.583333333,38,29,0.219,0.374,822,698.5,1,0,home,away,RCB,192,normal,field,0,36,0,RV Uthappa,RE Koertzen,RB Tiffin,,M Chinnaswamy Stadium
RR,KXIP,KXIP,690,586,591,473,0.733333333,0.571428571,53,76,-0.514,-0.478,577.5,603,0.3,0.7,away,away,RR,193,normal,field,0,31,0,AC Voges,BR Doctrove,SK Tarapore,,"Punjab Cricket Association Stadium, Mohali"
CSK,MI,MI,539,663,658,574,0.583333333,0.5,51,63,0.374,1.084,698.5,699.5,0.5,0.5,away,home,MI,194,normal,field,0,0,5,SR Tendulkar,BF Bowden,AM Saheba,,Brabourne Stadium
DC,RCB,RCB,822,620,878,573,0.533333333,0.461538462,55,54,0.021,0.219,822,822,0.5,0.5,away,home,DC,197,normal,field,0,17,0,KM Jadhav,BG Jerling,RE Koertzen,,M Chinnaswamy Stadium
DEC,RR,DEC,494,690,628,591,0.473684211,0.733333333,50,42,-0.297,-0.514,748.5,577.5,0,0,away,home,RR,195,normal,bat,0,0,8,YK Pathan,HDPK Dharmasena,SJA Taufel,,"Sardar Patel Stadium, Motera"
KKR,KXIP,KKR,822,586,669,473,0.384615385,0.571428571,64,46,-0.341,-0.478,562.5,603,0,1,away,away,KKR,196,normal,bat,0,39,0,MK Tiwary,BR Doctrove,S Ravi,,"Punjab Cricket Association Stadium, Mohali"
RR,CSK,RR,690,539,591,658,0.733333333,0.583333333,58,58,-0.514,0.374,577.5,698.5,0.7,0.3,home,away,RR,198,normal,bat,0,17,0,NV Ojha,SS Hazare,SJA Taufel,,"Sardar Patel Stadium, Motera"
MI,DEC,DEC,663,494,574,628,0.5,0.473684211,52,50,1.084,-0.297,699.5,748.5,0.5,0.5,home,away,MI,199,normal,field,0,41,0,Harbhajan Singh,S Das,K Hariharan,,Dr DY Patil Sports Academy
DC,KKR,DC,822,822,878,669,0.533333333,0.384615385,62,36,0.021,-0.341,822,562.5,0.7,0.3,away,away,DC,200,normal,bat,0,40,0,DA Warner,SS Hazare,SJA Taufel,,Feroz Shah Kotla
KXIP,MI,MI,586,663,473,574,0.571428571,0.5,48,45,-0.478,1.084,603,699.5,0,0,away,home,MI,201,normal,field,0,0,4,SL Malinga,BR Doctrove,SK Tarapore,,Brabourne Stadium
RCB,CSK,RCB,620,539,573,658,0.461538462,0.583333333,52,56,0.219,0.374,822,698.5,1,0,away,home,CSK,202,normal,bat,0,0,5,M Vijay,BG Jerling,RE Koertzen,,"MA Chidambaram Stadium, Chepauk"
DC,RR,DC,822,690,878,591,0.533333333,0.733333333,52,39,0.021,-0.514,822,577.5,0,0,away,away,DC,203,normal,bat,0,67,0,KD Karthik,HDPK Dharmasena,SJA Taufel,,Feroz Shah Kotla
KKR,DEC,KKR,822,494,669,628,0.384615385,0.473684211,46,59,-0.341,-0.297,562.5,748.5,0.3,0.7,home,away,KKR,204,normal,bat,0,24,0,SC Ganguly,K Hariharan,DJ Harper,,Eden Gardens
KXIP,RCB,KXIP,586,620,473,573,0.571428571,0.461538462,41,51,-0.478,0.219,603,822,0,0,away,away,RCB,205,normal,bat,0,0,6,KP Pietersen,BF Bowden,M Erasmus,,"Punjab Cricket Association Stadium, Mohali"
CSK,RR,CSK,539,690,658,591,0.583333333,0.733333333,66,62,0.374,-0.514,698.5,577.5,0.3,0.7,home,away,CSK,206,normal,bat,0,23,0,M Vijay,RE Koertzen,RB Tiffin,,"MA Chidambaram Stadium, Chepauk"
MI,DEC,MI,663,494,574,628,0.5,0.473684211,53,40,1.084,-0.297,699.5,748.5,0.5,0.5,home,away,MI,207,normal,bat,0,63,0,AT Rayudu,BR Doctrove,S Ravi,,Brabourne Stadium
KKR,KXIP,KKR,822,586,669,473,0.384615385,0.571428571,53,69,-0.341,-0.478,562.5,603,0,1,home,away,KXIP,208,normal,bat,0,0,8,DPMD Jayawardene,S Asnani,DJ Harper,,Eden Gardens
DC,RCB,DC,822,620,878,573,0.533333333,0.461538462,54,38,0.021,0.219,822,822,0.5,0.5,away,away,DC,209,normal,bat,0,37,0,PD Collingwood,BF Bowden,M Erasmus,,Feroz Shah Kotla
RR,DEC,RR,690,494,591,628,0.733333333,0.473684211,48,52,-0.514,-0.297,577.5,748.5,0,0,away,away,RR,210,normal,bat,0,2,0,SK Warne,HDPK Dharmasena,SJA Taufel,,"Vidarbha Cricket Association Stadium, Jamtha"
CSK,MI,CSK,539,663,658,574,0.583333333,0.5,42,46,0.374,1.084,698.5,699.5,0.5,0.5,home,away,CSK,211,normal,bat,0,24,0,SK Raina,S Asnani,DJ Harper,,"MA Chidambaram Stadium, Chepauk"
KXIP,RR,KXIP,586,690,473,591,0.571428571,0.733333333,52,70,-0.478,-0.514,603,577.5,0.7,0.3,away,home,RR,212,normal,bat,0,0,9,MJ Lumb,S Ravi,SK Tarapore,,Sawai Mansingh Stadium
KKR,DC,KKR,822,822,669,878,0.384615385,0.533333333,50,44,-0.341,0.021,562.5,822,0.3,0.7,home,away,KKR,213,normal,bat,0,14,0,SC Ganguly,BG Jerling,RE Koertzen,,Eden Gardens
RCB,DEC,DEC,620,494,573,628,0.461538462,0.473684211,46,32,0.219,-0.297,822,748.5,1,0,home,away,DEC,214,normal,field,0,0,7,TL Suman,S Asnani,DJ Harper,,M Chinnaswamy Stadium
MI,KXIP,MI,663,586,574,473,0.5,0.571428571,51,56,1.084,-0.478,699.5,603,0,0,away,away,KXIP,215,normal,bat,0,0,6,KC Sangakkara,M Erasmus,AM Saheba,,"Punjab Cricket Association Stadium, Mohali"
CSK,DEC,CSK,539,494,658,628,0.583333333,0.473684211,55,37,0.374,-0.297,698.5,748.5,0.3,0.7,away,away,DEC,216,normal,bat,0,0,6,RJ Harris,HDPK Dharmasena,SJA Taufel,,"Vidarbha Cricket Association Stadium, Jamtha"
KKR,RCB,RCB,822,620,669,573,0.384615385,0.461538462,61,48,-0.341,0.219,562.5,822,0.5,0.5,away,home,RCB,217,normal,field,0,0,7,R Vinay Kumar,K Hariharan,DJ Harper,,M Chinnaswamy Stadium
DC,KXIP,DC,822,586,878,473,0.533333333,0.571428571,45,39,0.021,-0.478,822,603,0,1,away,away,KXIP,218,normal,bat,0,0,7,PP Chawla,BF Bowden,AM Saheba,,Feroz Shah Kotla
MI,RR,RR,663,690,574,591,0.5,0.733333333,47,34,1.084,-0.514,699.5,577.5,0,1,away,home,MI,219,normal,field,0,37,0,SR Tendulkar,BR Doctrove,SK Tarapore,,Sawai Mansingh Stadium
DEC,RCB,RCB,494,620,628,573,0.473684211,0.461538462,35,38,-0.297,0.219,748.5,822,0,1,away,away,DEC,220,normal,field,0,13,0,Harmeet Singh,RE Koertzen,RB Tiffin,,"Vidarbha Cricket Association Stadium, Jamtha"
MI,DC,MI,663,822,574,878,0.5,0.533333333,44,69,1.084,0.021,699.5,822,1,0,home,away,MI,221,normal,bat,0,39,0,KA Pollard,S Asnani,DJ Harper,,Brabourne Stadium
KKR,CSK,KKR,822,539,669,658,0.384615385,0.583333333,22,67,-0.341,0.374,562.5,698.5,0,1,away,home,CSK,222,normal,bat,0,0,9,R Ashwin,SS Hazare,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
RR,RCB,RR,690,620,591,573,0.733333333,0.461538462,30,59,-0.514,0.219,577.5,822,1,0,home,away,RCB,223,normal,bat,0,0,5,KP Pietersen,BR Doctrove,S Ravi,,Sawai Mansingh Stadium
CSK,DC,CSK,539,822,658,878,0.583333333,0.533333333,39,33,0.374,0.021,698.5,822,0.4,0.6,home,away,DC,224,normal,bat,0,0,6,G Gambhir,HDPK Dharmasena,SS Hazare,,"MA Chidambaram Stadium, Chepauk"
KXIP,DEC,DEC,586,494,473,628,0.571428571,0.473684211,43,45,-0.478,-0.297,603,748.5,1,0,away,away,DEC,225,normal,field,0,0,5,RG Sharma,M Erasmus,AM Saheba,,Himachal Pradesh Cricket Association Stadium
MI,RCB,RCB,663,620,574,573,0.5,0.461538462,34,34,1.084,0.219,699.5,822,0.3,0.7,away,home,MI,226,normal,field,0,57,0,R McLaren,HDPK Dharmasena,SJA Taufel,,M Chinnaswamy Stadium
RR,KKR,RR,690,822,591,669,0.733333333,0.384615385,46,42,-0.514,-0.341,577.5,562.5,0.6,0.4,away,home,KKR,227,normal,bat,0,0,8,JD Unadkat,BG Jerling,RB Tiffin,,Eden Gardens
KXIP,CSK,CSK,586,539,473,658,0.571428571,0.583333333,49,49,-0.478,0.374,603,698.5,0,1,away,away,CSK,228,normal,field,0,0,6,MS Dhoni,BF Bowden,AM Saheba,,Himachal Pradesh Cricket Association Stadium
DEC,DC,DEC,494,822,628,878,0.473684211,0.533333333,38,39,-0.297,0.021,748.5,822,0.4,0.6,away,away,DEC,229,normal,bat,0,11,0,A Symonds,BR Doctrove,SK Tarapore,,Feroz Shah Kotla
MI,KKR,MI,663,822,574,669,0.5,0.384615385,42,44,1.084,-0.341,699.5,562.5,1,0,away,home,KKR,230,normal,bat,0,0,9,M Kartik,BG Jerling,RE Koertzen,,Eden Gardens
MI,RCB,MI,663,620,574,573,0.5,0.461538462,54,44,1.084,0.219,699.5,822,0.3,0.7,home,away,MI,231,normal,bat,0,35,0,KA Pollard,BR Doctrove,RB Tiffin,,Dr DY Patil Sports Academy
CSK,DEC,CSK,539,494,658,628,0.583333333,0.473684211,39,23,0.374,-0.297,698.5,748.5,0.3,0.7,away,away,CSK,232,normal,bat,0,38,0,DE Bollinger,BR Doctrove,RB Tiffin,,Dr DY Patil Sports Academy
DEC,RCB,DEC,494,620,628,573,0.473684211,0.461538462,27,33,-0.297,0.219,748.5,822,0,1,away,away,RCB,233,normal,bat,0,0,9,A Kumble,RE Koertzen,SJA Taufel,,Dr DY Patil Sports Academy
CSK,MI,CSK,539,663,658,574,0.583333333,0.5,40,33,0.374,1.084,698.5,699.5,0.5,0.5,away,home,CSK,234,normal,bat,0,22,0,SK Raina,RE Koertzen,SJA Taufel,,Dr DY Patil Sports Academy
CSK,KKR,CSK,602,523,441,491,0.590909091,0.45,45,52,0.443,0.433,685,690.5,0.5,0.5,home,away,CSK,235,normal,bat,0,2,0,S Anirudha,BR Doctrove,PR Reiffel,,"MA Chidambaram Stadium, Chepauk"
DEC,RR,RR,479,553,691,384,0.5,0.666666667,44,31,0.222,-0.691,614,593.5,0.5,0.5,away,away,RR,236,normal,field,0,0,8,SK Trivedi,RE Koertzen,SK Tarapore,,"Rajiv Gandhi International Stadium, Uppal"
KTK,RCB,KTK,422,501,414,595,0,0.421052632,61,48,-0.324,0.326,576,855.5,0,0,away,away,RCB,237,normal,bat,0,0,6,AB de Villiers,HDPK Dharmasena,K Hariharan,,Nehru Stadium
DC,MI,DC,523,575,449,402,0.565217391,0.565217391,38,31,-0.448,0.04,855.5,748.5,0.5,0.5,away,away,MI,238,normal,bat,0,0,8,SL Malinga,AM Saheba,RB Tiffin,,Feroz Shah Kotla
KXIP,PWI,KXIP,436,546,523,654,0.421052632,0,36,44,-0.051,-0.134,693,623,0,0,away,away,PWI,239,normal,bat,0,0,7,SB Wagh,BR Doctrove,PR Reiffel,,Dr DY Patil Sports Academy
KKR,DEC,KKR,523,479,491,691,0.45,0.5,46,30,0.433,0.222,690.5,614,0.6,0.4,home,away,KKR,240,normal,bat,0,9,0,JH Kallis,RE Koertzen,SK Tarapore,,Eden Gardens
DC,RR,DC,523,553,449,384,0.565217391,0.666666667,30,57,-0.448,-0.691,855.5,593.5,0.5,0.5,away,home,RR,241,normal,bat,0,0,6,SK Warne,Aleem Dar,RB Tiffin,,Sawai Mansingh Stadium
RCB,MI,MI,501,575,595,402,0.421052632,0.565217391,24,40,0.326,0.04,855.5,748.5,0,1,home,away,MI,242,normal,field,0,0,9,SR Tendulkar,HDPK Dharmasena,AL Hill,,M Chinnaswamy Stadium
CSK,KXIP,KXIP,602,436,441,523,0.590909091,0.421052632,31,65,0.443,-0.051,685,693,1,0,away,away,KXIP,243,normal,field,0,0,6,PC Valthaty,Asad Rauf,SL Shastri,,"Punjab Cricket Association Stadium, Mohali"
KTK,PWI,KTK,422,546,414,654,0,0,37,44,-0.324,-0.134,576,623,0,0,away,away,PWI,244,normal,bat,0,0,4,MD Mishra,S Asnani,PR Reiffel,,Dr DY Patil Sports Academy
DEC,RCB,RCB,479,501,691,595,0.5,0.421052632,41,28,0.222,0.326,614,855.5,0.6,0.4,away,away,DEC,245,normal,field,0,33,0,DW Steyn,RE Koertzen,S Ravi,,"Rajiv Gandhi International Stadium, Uppal"
RR,KKR,KKR,553,523,384,491,0.666666667,0.45,31,62,-0.691,0.433,593.5,690.5,0.5,0.5,home,away,KKR,246,normal,field,0,0,9,G Gambhir,Aleem Dar,SS Hazare,,Sawai Mansingh Stadium
MI,KTK,KTK,575,422,402,414,0.565217391,0,44,50,0.04,-0.324,748.5,576,0,0,home,away,KTK,247,normal,field,0,0,8,BB McCullum,BR Doctrove,PR Reiffel,,Wankhede Stadium
CSK,RCB,CSK,602,501,441,595,0.590909091,0.421052632,45,33,0.443,0.326,685,855.5,0.5,0.5,home,away,CSK,248,normal,bat,0,21,0,MEK Hussey,HDPK Dharmasena,AL Hill,,"MA Chidambaram Stadium, Chepauk"
DEC,KXIP,KXIP,479,436,691,523,0.5,0.421052632,48,62,0.222,-0.051,614,693,0.25,0.75,away,away,KXIP,249,normal,field,0,0,8,PC Valthaty,RE Koertzen,S Ravi,,"Rajiv Gandhi International Stadium, Uppal"
PWI,DC,DC,546,523,654,449,0,0.565217391,63,67,-0.134,-0.448,623,855.5,0,0,away,away,DC,250,normal,field,0,0,3,Yuvraj Singh,Asad Rauf,AM Saheba,,Dr DY Patil Sports Academy
RR,KKR,KKR,553,523,384,491,0.666666667,0.45,36,26,-0.691,0.433,593.5,690.5,0.5,0.5,away,home,KKR,251,normal,field,0,0,8,L Balaji,Aleem Dar,RB Tiffin,,Eden Gardens
CSK,KTK,KTK,602,422,441,414,0.590909091,0,42,49,0.443,-0.324,685,576,0,0,away,away,KTK,252,normal,field,1,0,7,BB McCullum,K Hariharan,AL Hill,,Nehru Stadium
DEC,DC,DEC,479,523,691,449,0.5,0.565217391,43,38,0.222,-0.448,614,855.5,0.5,0.5,away,away,DEC,253,normal,bat,0,16,0,S Sohal,PR Reiffel,RJ Tucker,,Feroz Shah Kotla
PWI,MI,PWI,546,575,654,402,0,0.565217391,33,32,-0.134,0.04,623,748.5,0,0,away,home,MI,254,normal,bat,0,0,7,MM Patel,Asad Rauf,AM Saheba,,Wankhede Stadium
KTK,KKR,KKR,422,523,414,491,0,0.45,45,37,-0.324,0.433,576,690.5,0,0,away,home,KTK,255,normal,field,0,6,0,DPMD Jayawardene,Aleem Dar,RB Tiffin,,Eden Gardens
KXIP,RR,RR,436,553,523,384,0.421052632,0.666666667,77,45,-0.051,-0.691,693,593.5,0.5,0.5,away,away,KXIP,256,normal,field,0,48,0,SE Marsh,S Asnani,PR Reiffel,,"Punjab Cricket Association Stadium, Mohali"
MI,CSK,CSK,575,602,402,441,0.565217391,0.590909091,40,44,0.04,0.443,748.5,685,0.5,0.5,home,away,MI,257,normal,field,0,8,0,Harbhajan Singh,Asad Rauf,AM Saheba,,Wankhede Stadium
KKR,RCB,RCB,523,501,491,595,0.45,0.421052632,50,57,0.433,0.326,690.5,855.5,0.4,0.6,home,away,RCB,258,normal,field,0,0,9,CH Gayle,SS Hazare,RB Tiffin,,Eden Gardens
DC,KXIP,KXIP,523,436,449,523,0.565217391,0.421052632,70,46,-0.448,-0.051,855.5,693,1,0,away,away,DC,259,normal,field,0,29,0,DA Warner,S Asnani,RE Koertzen,,Feroz Shah Kotla
MI,DEC,DEC,575,479,402,691,0.565217391,0.5,57,41,0.04,0.222,748.5,614,0,1,away,away,MI,260,normal,field,0,37,0,SL Malinga,HDPK Dharmasena,AL Hill,,"Rajiv Gandhi International Stadium, Uppal"
KTK,RR,RR,422,553,414,384,0,0.666666667,32,38,-0.324,-0.691,576,593.5,0,0,away,home,RR,261,normal,field,0,0,8,SK Warne,BR Doctrove,SK Tarapore,,Sawai Mansingh Stadium
CSK,PWI,PWI,602,546,441,654,0.590909091,0,45,40,0.443,-0.134,685,623,0,0,home,away,CSK,262,normal,field,0,25,0,MEK Hussey,Aleem Dar,RB Tiffin,,"MA Chidambaram Stadium, Chepauk"
DC,RCB,RCB,523,501,449,595,0.565217391,0.421052632,42,65,-0.448,0.326,855.5,855.5,0.6,0.4,away,away,RCB,263,normal,field,0,0,3,V Kohli,S Asnani,RJ Tucker,,Feroz Shah Kotla
PWI,CSK,PWI,546,602,654,441,0,0.590909091,37,28,-0.134,0.443,623,685,0,0,away,away,CSK,264,normal,bat,0,0,8,DE Bollinger,Asad Rauf,SL Shastri,,Dr DY Patil Sports Academy
DEC,KTK,KTK,479,422,691,414,0.5,0,20,29,0.222,-0.324,614,576,0,0,away,away,DEC,265,normal,field,0,55,0,I Sharma,HDPK Dharmasena,AL Hill,,Nehru Stadium
KKR,DC,DC,523,523,491,449,0.45,0.565217391,42,41,0.433,-0.448,690.5,855.5,0.5,0.5,away,away,KKR,266,normal,field,0,17,0,MK Tiwary,PR Reiffel,RJ Tucker,,Feroz Shah Kotla
MI,RR,RR,575,553,402,384,0.565217391,0.666666667,31,18,0.04,-0.691,748.5,593.5,0.7,0.3,away,home,RR,267,normal,field,0,0,7,J Botha,Asad Rauf,SK Tarapore,,Sawai Mansingh Stadium
RCB,PWI,PWI,501,546,595,654,0.421052632,0,57,42,0.326,-0.134,855.5,623,0,0,home,away,RCB,268,normal,field,0,26,0,V Kohli,Aleem Dar,SS Hazare,,M Chinnaswamy Stadium
DC,KTK,DC,523,422,449,414,0.565217391,0,34,37,-0.448,-0.324,855.5,576,0,0,away,away,DC,269,normal,bat,0,38,0,V Sehwag,HDPK Dharmasena,AL Hill,,Nehru Stadium
KXIP,KKR,KKR,436,523,523,491,0.421052632,0.45,40,45,-0.051,0.433,693,690.5,0.3,0.7,away,home,KKR,270,normal,field,0,0,8,Iqbal Abdulla,AM Saheba,SL Shastri,,Eden Gardens
PWI,RR,RR,546,553,654,384,0,0.666666667,49,34,-0.134,-0.691,623,593.5,0,0,away,home,RR,271,normal,field,0,0,6,LRPL Taylor,SK Tarapore,SJA Taufel,,Sawai Mansingh Stadium
CSK,DEC,CSK,602,479,441,691,0.590909091,0.5,34,64,0.443,0.222,685,614,0.4,0.6,home,away,CSK,272,normal,bat,0,19,0,JA Morkel,Aleem Dar,RB Tiffin,,"MA Chidambaram Stadium, Chepauk"
MI,KXIP,KXIP,575,436,402,523,0.565217391,0.421052632,35,24,0.04,-0.051,748.5,693,0.4,0.6,home,away,MI,273,normal,field,0,23,0,KA Pollard,HDPK Dharmasena,PR Reiffel,,Wankhede Stadium
DC,KTK,KTK,523,422,449,414,0.565217391,0,42,67,-0.448,-0.324,855.5,576,0,0,away,away,KTK,274,normal,field,0,0,7,P Parameswaran,Asad Rauf,SL Shastri,,Feroz Shah Kotla
KKR,DEC,DEC,523,479,491,691,0.45,0.5,41,41,0.433,0.222,690.5,614,0.6,0.4,away,away,KKR,275,normal,field,0,20,0,YK Pathan,S Asnani,RJ Tucker,,"Rajiv Gandhi International Stadium, Uppal"
RR,CSK,RR,553,602,384,441,0.666666667,0.590909091,47,43,-0.691,0.443,593.5,685,0.5,0.5,away,home,CSK,276,normal,bat,0,0,8,MEK Hussey,SS Hazare,RB Tiffin,,"MA Chidambaram Stadium, Chepauk"
MI,PWI,PWI,575,546,402,654,0.565217391,0,49,31,0.04,-0.134,748.5,623,0,0,home,away,MI,277,normal,field,0,21,0,R Sharma,HDPK Dharmasena,SJA Taufel,,Dr DY Patil Sports Academy
KTK,KKR,KKR,422,523,414,491,0,0.45,35,43,-0.324,0.433,576,690.5,0,0,away,away,KTK,278,normal,field,0,17,0,BJ Hodge,S Ravi,RJ Tucker,,Nehru Stadium
DEC,DC,DC,479,523,691,449,0.5,0.565217391,43,29,0.222,-0.448,614,855.5,0.5,0.5,away,away,DC,279,normal,field,0,0,4,V Sehwag,Asad Rauf,AM Saheba,,"Rajiv Gandhi International Stadium, Uppal"
RCB,KXIP,KXIP,501,436,595,523,0.421052632,0.421052632,48,38,0.326,-0.051,855.5,693,0.25,0.75,home,away,RCB,280,normal,field,0,85,0,CH Gayle,Aleem Dar,RB Tiffin,,M Chinnaswamy Stadium
CSK,KKR,CSK,602,523,441,491,0.590909091,0.45,15,33,0.443,0.433,685,690.5,0.5,0.5,away,home,KKR,281,normal,bat,1,10,0,Iqbal Abdulla,Asad Rauf,PR Reiffel,,Eden Gardens
MI,DC,DC,575,523,402,449,0.565217391,0.565217391,50,23,0.04,-0.448,748.5,855.5,0.5,0.5,home,away,MI,282,normal,field,0,32,0,AT Rayudu,K Hariharan,SJA Taufel,,Wankhede Stadium
KTK,RCB,KTK,422,501,414,595,0,0.421052632,49,79,-0.324,0.326,576,855.5,0,0,away,home,RCB,283,normal,bat,0,0,9,CH Gayle,Aleem Dar,SS Hazare,,M Chinnaswamy Stadium
KXIP,PWI,KXIP,436,546,523,654,0.421052632,0,34,40,-0.051,-0.134,693,623,0,0,away,away,PWI,284,normal,bat,0,0,5,R Sharma,SK Tarapore,RJ Tucker,,"Punjab Cricket Association Stadium, Mohali"
CSK,RR,RR,602,553,441,384,0.590909091,0.666666667,55,48,0.443,-0.691,685,593.5,0.5,0.5,away,home,CSK,285,normal,field,0,63,0,M Vijay,K Hariharan,SJA Taufel,,Sawai Mansingh Stadium
DEC,PWI,DEC,479,546,691,654,0.5,0,50,52,0.222,-0.134,614,623,0,0,away,away,PWI,286,normal,bat,0,0,6,MR Marsh,Asad Rauf,AM Saheba,,"Rajiv Gandhi International Stadium, Uppal"
KXIP,MI,MI,436,575,523,402,0.421052632,0.565217391,39,33,-0.051,0.04,693,748.5,0.6,0.4,away,away,KXIP,287,normal,field,0,76,0,BA Bhatt,SK Tarapore,RJ Tucker,,"Punjab Cricket Association Stadium, Mohali"
RR,RCB,RCB,553,501,384,595,0.666666667,0.421052632,43,66,-0.691,0.326,593.5,855.5,0.3,0.7,home,away,RCB,288,normal,field,0,0,9,S Aravind,HDPK Dharmasena,K Hariharan,,Sawai Mansingh Stadium
CSK,DC,CSK,602,523,441,449,0.590909091,0.565217391,42,52,0.443,-0.448,685,855.5,0.4,0.6,home,away,CSK,289,normal,bat,0,18,0,MS Dhoni,AM Saheba,SL Shastri,,"MA Chidambaram Stadium, Chepauk"
KTK,KXIP,KXIP,422,436,414,523,0,0.421052632,62,49,-0.324,-0.051,576,693,0,0,away,home,KXIP,290,normal,field,0,0,6,KD Karthik,S Asnani,RJ Tucker,,Holkar Cricket Stadium
KKR,RCB,RCB,523,501,491,595,0.45,0.421052632,33,65,0.433,0.326,690.5,855.5,0.4,0.6,away,home,RCB,291,normal,field,1,0,4,CH Gayle,RE Koertzen,RB Tiffin,,M Chinnaswamy Stadium
DEC,MI,DEC,479,575,691,402,0.5,0.565217391,32,26,0.222,0.04,614,748.5,1,0,away,home,DEC,292,normal,bat,0,10,0,A Mishra,S Ravi,SK Tarapore,,Wankhede Stadium
KXIP,DC,DC,436,523,523,449,0.421052632,0.565217391,43,42,-0.051,-0.448,693,855.5,0,1,away,away,KXIP,293,normal,field,0,29,0,PP Chawla,Asad Rauf,SL Shastri,,Himachal Pradesh Cricket Association Stadium
RR,KTK,KTK,553,422,384,414,0.666666667,0,32,87,-0.691,-0.324,593.5,576,0,0,away,away,KTK,294,normal,field,0,0,8,BJ Hodge,PR Reiffel,RJ Tucker,,Holkar Cricket Stadium
PWI,DEC,DEC,546,479,654,691,0,0.5,39,57,-0.134,0.222,623,614,0,0,away,away,DEC,295,normal,field,0,0,6,A Mishra,S Ravi,SK Tarapore,,Dr DY Patil Sports Academy
KXIP,RCB,KXIP,436,501,523,595,0.421052632,0.421052632,30,34,-0.051,0.326,693,855.5,0.75,0.25,away,away,KXIP,296,normal,bat,0,111,0,AC Gilchrist,Asad Rauf,AM Saheba,,Himachal Pradesh Cricket Association Stadium
CSK,KTK,CSK,602,422,441,414,0.590909091,0,41,40,0.443,-0.324,685,576,0,0,home,away,CSK,297,normal,bat,0,11,0,WP Saha,HDPK Dharmasena,RE Koertzen,,"MA Chidambaram Stadium, Chepauk"
PWI,KKR,KKR,546,523,654,491,0,0.45,29,44,-0.134,0.433,623,690.5,0,0,away,away,KKR,298,normal,field,0,0,7,YK Pathan,S Ravi,SJA Taufel,,Dr DY Patil Sports Academy
MI,RR,MI,575,553,402,384,0.565217391,0.666666667,26,52,0.04,-0.691,748.5,593.5,0.7,0.3,home,away,RR,299,normal,bat,0,0,10,SR Watson,RE Koertzen,PR Reiffel,,Wankhede Stadium
DEC,KXIP,KXIP,479,436,691,523,0.5,0.421052632,58,45,0.222,-0.051,614,693,0.25,0.75,away,away,DEC,300,normal,field,0,82,0,S Dhawan,Asad Rauf,AM Saheba,,Himachal Pradesh Cricket Association Stadium
DC,PWI,DC,523,546,449,654,0.565217391,0,33,0,-0.448,-0.134,855.5,623,0,0,away,away,,301,no result,bat,0,0,0,,SS Hazare,RJ Tucker,,Feroz Shah Kotla
CSK,RCB,RCB,602,501,441,595,0.590909091,0.421052632,23,44,0.443,0.326,685,855.5,0.5,0.5,away,home,RCB,302,normal,field,0,0,8,CH Gayle,K Hariharan,RE Koertzen,,M Chinnaswamy Stadium
KKR,MI,MI,523,575,491,402,0.45,0.565217391,46,54,0.433,0.04,690.5,748.5,0,1,home,away,MI,303,normal,field,0,0,5,JEC Franklin,SK Tarapore,SJA Taufel,,Eden Gardens
RCB,CSK,CSK,501,602,595,441,0.421052632,0.590909091,44,25,0.326,0.443,855.5,685,0.5,0.5,away,away,CSK,304,normal,field,0,0,6,SK Raina,Asad Rauf,SJA Taufel,,Wankhede Stadium
KKR,MI,MI,523,575,491,402,0.45,0.565217391,25,62,0.433,0.04,690.5,748.5,0,1,away,home,MI,305,normal,field,0,0,4,MM Patel,Asad Rauf,SJA Taufel,,Wankhede Stadium
RCB,MI,MI,501,575,595,402,0.421052632,0.565217391,68,52,0.326,0.04,855.5,748.5,0,1,away,away,RCB,306,normal,field,0,43,0,CH Gayle,Asad Rauf,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
CSK,RCB,CSK,602,501,441,595,0.590909091,0.421052632,56,47,0.443,0.326,685,855.5,0.5,0.5,home,away,CSK,307,normal,bat,0,58,0,M Vijay,Asad Rauf,SJA Taufel,,"MA Chidambaram Stadium, Chepauk"
